Date,Shift,Machine_ID,Operator_ID,Fabric_Type,Target_Output_Meters,Actual_Output_Meters,Defect_Rate_Percent,Machine_Downtime_Minutes,Power_Consumption_kWh,Rework_Required_Meters,Operator_Experience_Years,Ambient_Temperature_C,Humidity_Percent,Production_Efficiency_Percent,Comments
2024-02-15,Morning,M008,O045,Polyester,1034,909,2.78,28,272.93,24,13.2,30.3,61.1,87.91,Breakdown
2024-03-19,Night,M009,O034,Polyester,1067,889,2.08,16,321.05,16,5.3,36.8,78.4,83.32,Smooth
2024-04-22,Morning,M006,O014,Blend,886,804,4.01,7,316.96,13,9.0,33.5,66.6,90.74,Power Cut
2024-02-03,Afternoon,M006,O027,Cotton,1163,1145,8.82,4,449.99,41,8.4,26.8,48.2,98.45,Low Quality Yarn
2024-04-01,Afternoon,M007,O019,Cotton,831,832,8.04,8,299.21,11,5.4,29.9,52.4,100.12,Low Quality Yarn
2024-03-04,Morning,M019,O050,Polyester,1043,1127,7.84,10,286.36,55,5.9,30.2,44.3,108.05,Smooth
2024-01-20,Night,M016,O014,Blend,860,771,8.74,21,422.74,32,11.9,35.6,75.6,89.65,Operator Absent
2024-03-20,Night,M017,O040,Polyester,1130,1040,9.68,55,227.84,35,1.3,30.0,60.3,92.04,Power Cut
2024-03-28,Morning,M005,O047,Cotton,1024,1073,2.13,5,344.54,26,6.9,32.0,60.8,104.79,Operator Absent
2024-03-28,Morning,M016,O022,Cotton,822,783,8.01,6,357.07,18,10.0,34.0,68.7,95.26,Smooth
2024-01-24,Afternoon,M017,O035,Cotton,928,856,0.57,1,300.07,31,0.8,27.0,70.2,92.24,Smooth
2024-04-11,Afternoon,M005,O033,Polyester,1177,948,3.1,7,367.05,12,6.9,29.2,74.0,80.54,Smooth
2024-02-05,Morning,M001,O047,Blend,823,778,2.92,5,334.84,38,0.6,32.3,41.1,94.53,Smooth
2024-02-27,Afternoon,M001,O039,Cotton,876,901,1.99,0,328.95,35,9.6,25.5,49.5,102.85,Power Cut
2024-04-17,Afternoon,M009,O047,Cotton,896,807,9.26,16,334.11,9,2.9,30.5,69.1,90.07,Low Quality Yarn
2024-02-16,Night,M010,O007,Polyester,1195,924,5.11,0,338.58,42,14.2,31.8,40.2,77.32,Smooth
2024-01-12,Morning,M001,O029,Cotton,1040,921,0.25,23,309.86,13,6.1,30.1,77.6,88.56,Power Cut
2024-01-16,Morning,M017,O040,Polyester,1091,1066,8.68,4,363.2,37,11.2,26.1,47.2,97.71,Smooth
2024-02-24,Night,M007,O016,Polyester,938,1016,6.39,18,233.11,49,8.9,33.3,74.7,108.32,Smooth
2024-01-05,Night,M015,O004,Polyester,933,1008,6.75,7,322.69,20,4.9,28.4,54.4,108.04,Smooth
2024-03-14,Afternoon,M012,O025,Polyester,1122,974,0.99,0,371.33,27,9.7,36.0,73.1,86.81,Humidity Issue
2024-02-11,Afternoon,M016,O011,Polyester,973,847,6.41,30,337.16,30,3.1,33.5,62.4,87.05,Smooth
2024-02-03,Night,M018,O044,Cotton,1069,1167,5.18,26,323.27,39,4.5,30.3,41.3,109.17,Smooth
2024-04-22,Afternoon,M005,O042,Blend,935,961,2.76,15,305.27,47,5.7,28.1,64.1,102.78,Low Quality Yarn
2024-02-25,Night,M019,O043,Cotton,1024,966,5.6,24,303.65,42,3.1,35.0,61.8,94.34,Power Cut
2024-03-12,Afternoon,M018,O010,Polyester,962,1039,6.25,16,399.43,49,4.5,31.3,46.8,108.0,Humidity Issue
2024-02-12,Afternoon,M017,O010,Blend,969,865,7.02,2,287.03,20,3.0,28.8,44.3,89.27,Smooth
2024-03-21,Night,M002,O043,Cotton,1095,1163,9.98,1,342.24,33,3.5,28.8,52.1,106.21,Smooth
2024-03-06,Afternoon,M009,O033,Cotton,977,762,7.74,12,284.45,35,14.6,34.7,46.9,77.99,Smooth
2024-02-03,Morning,M015,O035,Blend,858,677,5.26,0,449.08,20,5.3,25.4,61.7,78.9,Smooth
2024-02-20,Night,M017,O033,Polyester,1132,1226,2.06,10,302.76,13,3.0,30.4,62.6,108.3,Smooth
2024-02-21,Afternoon,M007,O045,Blend,808,792,2.02,11,371.12,20,10.0,26.5,79.8,98.02,Smooth
2024-04-12,Afternoon,M019,O001,Blend,855,919,0.04,21,310.18,12,2.1,25.6,69.1,107.49,Humidity Issue
2024-02-04,Afternoon,M008,O005,Blend,908,978,6.11,12,310.46,11,0.5,32.6,54.0,107.71,Smooth
2024-01-11,Night,M017,O042,Cotton,883,703,0.62,1,355.92,23,8.4,26.6,44.0,79.61,Smooth
2024-03-23,Afternoon,M004,O017,Blend,991,820,0.51,5,363.09,30,8.2,26.0,57.4,82.74,Power Cut
2024-02-26,Night,M006,O014,Cotton,1155,987,8.42,2,394.52,26,4.8,32.4,58.8,85.45,Smooth
2024-04-27,Afternoon,M008,O005,Polyester,1039,766,0.46,1,350.91,33,3.9,25.9,77.4,73.72,Smooth
2024-04-06,Afternoon,M019,O010,Blend,1140,1233,9.59,18,318.58,40,8.6,29.4,74.0,108.16,Breakdown
2024-01-23,Afternoon,M016,O048,Blend,916,1006,5.08,4,495.85,43,7.8,31.4,76.7,109.83,Smooth
2024-04-17,Afternoon,M002,O021,Polyester,1191,1132,8.4,1,371.33,19,3.3,32.6,77.1,95.05,Smooth
2024-04-16,Morning,M009,O014,Polyester,861,613,4.63,3,397.65,14,6.7,31.4,79.3,71.2,Smooth
2024-03-09,Afternoon,M006,O047,Polyester,813,824,8.97,5,326.06,31,2.1,25.7,50.8,101.35,Humidity Issue
2024-03-02,Night,M006,O003,Cotton,1097,788,4.32,17,402.74,29,5.4,32.8,46.8,71.83,Breakdown
2024-03-06,Morning,M010,O044,Blend,1138,1060,4.84,13,252.83,23,3.6,27.9,50.6,93.15,Smooth
2024-03-21,Night,M007,O046,Polyester,1041,768,3.47,0,379.37,17,10.2,27.8,68.7,73.78,Power Cut
2024-01-12,Night,M002,O004,Polyester,1155,1077,9.59,0,341.13,24,3.0,30.6,64.1,93.25,Power Cut
2024-01-26,Morning,M008,O035,Polyester,1161,1143,3.17,7,314.18,50,11.7,35.2,42.6,98.45,Power Cut
2024-04-08,Afternoon,M001,O022,Blend,805,763,2.35,8,269.73,14,8.2,27.8,44.6,94.78,Operator Absent
2024-04-12,Afternoon,M011,O015,Blend,1088,1000,0.01,3,307.01,13,8.0,33.9,48.5,91.91,Operator Absent
2024-02-18,Night,M007,O030,Blend,1026,938,8.35,9,383.09,44,14.0,36.5,60.5,91.42,Smooth
2024-04-11,Morning,M006,O023,Polyester,898,738,4.6,2,350.08,10,3.4,36.8,59.2,82.18,Smooth
2024-04-22,Morning,M012,O032,Cotton,903,952,5.66,11,391.43,26,10.1,24.4,42.0,105.43,Smooth
2024-01-22,Night,M011,O028,Polyester,846,759,2.96,3,355.16,33,6.5,24.1,69.8,89.72,Power Cut
2024-02-21,Morning,M012,O014,Polyester,1187,1237,3.1,4,402.09,14,5.0,28.7,67.2,104.21,Smooth
2024-04-29,Morning,M013,O008,Polyester,1081,1001,4.36,7,334.57,30,13.6,26.0,50.4,92.6,Low Quality Yarn
2024-03-28,Morning,M003,O044,Blend,1092,1143,6.44,0,298.03,28,5.7,27.4,54.9,104.67,Low Quality Yarn
2024-03-12,Night,M013,O021,Cotton,1166,964,6.21,1,367.74,28,12.9,31.2,49.9,82.68,Operator Absent
2024-01-30,Night,M019,O009,Cotton,934,660,6.19,6,395.28,32,9.7,30.5,70.6,70.66,Operator Absent
2024-02-04,Morning,M006,O026,Cotton,1056,774,1.61,13,268.29,17,9.3,23.8,47.4,73.3,Low Quality Yarn
2024-01-13,Morning,M001,O002,Blend,974,926,1.74,0,293.09,42,1.3,27.8,47.1,95.07,Operator Absent
2024-04-29,Night,M015,O004,Blend,1125,1034,4.81,0,289.49,29,4.4,34.3,53.8,91.91,Smooth
2024-02-07,Afternoon,M010,O014,Cotton,888,852,8.83,2,309.66,41,13.2,29.8,70.2,95.95,Low Quality Yarn
2024-02-21,Night,M010,O022,Blend,867,930,2.2,18,388.22,38,5.5,31.2,71.0,107.27,Power Cut
2024-03-18,Night,M012,O048,Polyester,1012,814,3.29,1,341.87,25,6.2,31.0,78.4,80.43,Smooth
2024-01-05,Morning,M006,O009,Blend,1019,849,7.79,19,249.63,33,13.7,26.8,70.2,83.32,Smooth
2024-03-19,Night,M003,O017,Blend,1133,896,8.88,4,410.5,15,11.9,30.8,63.8,79.08,Smooth
2024-02-20,Night,M014,O008,Polyester,804,850,1.72,5,325.73,34,10.0,26.7,63.2,105.72,Breakdown
2024-02-04,Night,M017,O044,Blend,932,849,8.43,2,290.93,28,4.1,29.4,53.4,91.09,Smooth
2024-03-31,Afternoon,M005,O050,Blend,925,821,0.27,0,315.75,36,10.6,35.4,40.3,88.76,Smooth
2024-01-23,Afternoon,M004,O044,Polyester,1014,959,0.94,15,350.78,35,3.9,30.7,57.5,94.58,Power Cut
2024-01-20,Morning,M018,O014,Cotton,1045,1089,1.67,3,437.96,27,14.0,28.6,43.8,104.21,Smooth
2024-02-12,Night,M014,O035,Blend,866,734,7.09,2,300.35,8,2.3,31.4,77.2,84.76,Smooth
2024-02-10,Afternoon,M005,O025,Polyester,1076,990,7.96,4,342.94,47,11.3,37.8,69.2,92.01,Smooth
2024-03-30,Morning,M005,O028,Polyester,818,587,5.5,6,343.68,12,6.5,30.7,49.7,71.76,Smooth
2024-01-02,Morning,M019,O038,Blend,1016,763,8.57,8,359.54,16,8.4,30.6,43.3,75.1,Smooth
2024-04-09,Night,M004,O032,Polyester,804,857,4.04,5,331.34,17,5.9,24.4,72.0,106.59,Smooth
2024-02-06,Morning,M018,O028,Cotton,1150,1188,3.04,6,338.14,44,8.9,31.0,62.1,103.3,Smooth
2024-03-16,Morning,M020,O048,Polyester,1161,1211,1.02,4,417.78,22,12.1,30.5,56.0,104.31,Breakdown
2024-03-03,Afternoon,M015,O046,Blend,1077,835,7.59,0,313.13,20,9.2,30.1,62.2,77.53,Smooth
2024-04-14,Night,M014,O024,Polyester,974,839,4.29,2,380.42,36,2.6,29.8,41.2,86.14,Smooth
2024-04-16,Morning,M020,O031,Blend,900,966,5.27,7,315.31,28,14.5,33.2,66.9,107.33,Smooth
2024-01-07,Morning,M009,O026,Polyester,1096,834,1.33,2,311.65,9,14.2,33.0,46.8,76.09,Humidity Issue
2024-03-12,Morning,M007,O032,Polyester,834,586,2.37,2,388.9,26,7.1,29.6,56.4,70.26,Smooth
2024-03-04,Morning,M001,O018,Cotton,955,880,2.43,0,343.56,26,0.8,25.8,45.9,92.15,Smooth
2024-01-03,Night,M015,O043,Cotton,1107,942,6.84,2,426.74,42,5.2,23.8,45.3,85.09,Smooth
2024-04-24,Night,M001,O001,Polyester,1182,1058,7.47,1,334.64,12,7.5,29.9,51.9,89.51,Humidity Issue
2024-01-12,Afternoon,M003,O030,Blend,1189,1234,6.02,6,346.11,14,13.4,22.2,79.9,103.78,Smooth
2024-01-04,Night,M016,O019,Polyester,1061,819,1.2,1,412.74,35,11.4,33.8,58.0,77.19,Smooth
2024-01-16,Afternoon,M012,O017,Blend,886,837,6.88,7,459.08,27,9.8,28.9,64.5,94.47,Smooth
2024-03-18,Afternoon,M007,O024,Blend,1059,1045,6.43,7,323.57,20,0.5,35.7,62.4,98.68,Breakdown
2024-01-25,Night,M012,O037,Polyester,1192,1116,9.72,4,286.26,14,11.7,28.6,50.0,93.62,Smooth
2024-01-12,Afternoon,M011,O028,Blend,1081,1019,6.88,6,342.28,21,13.5,33.1,74.5,94.26,Smooth
2024-02-26,Morning,M013,O030,Polyester,838,641,0.26,0,247.45,29,7.1,32.8,52.6,76.49,Low Quality Yarn
2024-01-12,Morning,M008,O028,Polyester,1064,1145,8.5,18,423.81,19,8.8,30.2,79.4,107.61,Smooth
2024-03-19,Night,M001,O023,Polyester,1085,885,7.94,6,371.44,11,14.2,26.8,51.7,81.57,Operator Absent
2024-03-08,Night,M019,O014,Blend,934,738,1.29,29,399.98,22,7.4,32.6,44.4,79.01,Operator Absent
2024-04-14,Night,M015,O041,Blend,1085,1002,2.47,37,330.48,16,11.9,34.0,44.9,92.35,Low Quality Yarn
2024-03-20,Night,M017,O025,Blend,924,716,2.12,8,316.51,9,7.2,33.1,69.9,77.49,Smooth
2024-01-22,Morning,M009,O032,Cotton,834,657,2.2,29,324.11,12,5.4,31.5,52.7,78.78,Smooth
2024-02-06,Morning,M010,O007,Polyester,990,1071,7.89,12,332.1,48,4.4,31.0,43.2,108.18,Smooth
2024-01-10,Morning,M005,O031,Polyester,1107,1065,6.54,0,408.11,19,1.6,32.7,51.1,96.21,Smooth
2024-03-24,Afternoon,M014,O016,Cotton,836,668,2.35,2,259.17,28,3.2,32.4,58.6,79.9,Power Cut
2024-01-17,Morning,M014,O043,Cotton,957,675,4.82,0,306.44,22,11.5,29.9,47.6,70.53,Humidity Issue
2024-03-13,Morning,M003,O012,Cotton,1122,1040,8.14,14,363.41,49,6.4,30.6,62.8,92.69,Low Quality Yarn
2024-01-30,Morning,M016,O002,Polyester,1160,1178,6.97,54,301.41,22,10.8,27.3,43.4,101.55,Smooth
2024-04-06,Afternoon,M014,O032,Polyester,834,831,6.93,2,385.34,33,13.2,25.9,74.1,99.64,Smooth
2024-01-09,Morning,M020,O035,Blend,1095,1189,5.81,23,421.34,17,6.2,29.6,50.9,108.58,Humidity Issue
2024-04-17,Morning,M020,O039,Blend,1103,900,1.23,16,366.53,18,4.3,26.4,59.5,81.6,Breakdown
2024-02-28,Afternoon,M020,O042,Blend,811,779,1.21,1,427.64,15,7.6,25.2,43.0,96.05,Smooth
2024-03-05,Morning,M013,O015,Cotton,825,588,4.69,5,370.61,29,6.2,27.6,65.0,71.27,Humidity Issue
2024-04-30,Night,M011,O018,Cotton,1022,1109,8.32,6,320.2,33,4.5,31.1,46.4,108.51,Low Quality Yarn
2024-02-10,Night,M018,O046,Blend,1200,1044,1.31,12,436.61,16,2.5,22.7,63.3,87.0,Operator Absent
2024-01-05,Morning,M002,O029,Polyester,995,1088,0.96,3,353.43,28,5.0,33.2,51.9,109.35,Smooth
2024-03-06,Night,M014,O025,Polyester,1142,939,8.85,12,403.26,19,9.5,31.8,58.4,82.22,Operator Absent
2024-04-15,Night,M016,O010,Blend,1185,1200,3.09,10,337.93,15,8.0,32.8,53.8,101.27,Humidity Issue
2024-01-13,Afternoon,M007,O005,Cotton,1116,1081,9.51,6,454.78,15,4.2,28.6,76.8,96.86,Smooth
2024-02-15,Afternoon,M006,O036,Polyester,1127,1090,0.13,2,404.67,47,4.7,32.3,77.2,96.72,Low Quality Yarn
2024-01-06,Night,M003,O013,Cotton,903,831,6.97,9,332.27,35,9.5,28.4,73.5,92.03,Smooth
2024-01-17,Night,M017,O003,Cotton,883,800,3.77,25,378.17,12,8.9,28.7,75.5,90.6,Smooth
2024-02-25,Afternoon,M011,O049,Blend,1056,939,7.47,16,364.37,26,3.0,30.5,41.9,88.92,Smooth
2024-03-08,Afternoon,M009,O029,Blend,857,684,1.43,8,262.41,31,1.5,33.4,79.2,79.81,Smooth
2024-01-10,Night,M017,O025,Polyester,1011,956,1.83,11,329.83,42,2.7,34.5,51.2,94.56,Smooth
2024-03-03,Night,M006,O002,Blend,859,633,2.11,2,405.27,29,15.0,22.6,70.1,73.69,Low Quality Yarn
2024-02-25,Afternoon,M009,O002,Blend,1081,1176,7.87,33,327.15,30,9.9,30.7,54.0,108.79,Smooth
2024-03-18,Night,M007,O050,Blend,884,715,5.77,27,277.87,22,11.6,30.3,75.8,80.88,Smooth
2024-02-20,Night,M015,O047,Blend,883,897,1.95,9,338.4,39,4.2,29.5,51.4,101.59,Smooth
2024-01-09,Morning,M001,O024,Cotton,987,1069,3.79,0,318.3,15,1.6,28.9,63.7,108.31,Smooth
2024-03-20,Afternoon,M011,O032,Polyester,1095,849,3.61,19,390.37,25,6.3,29.6,70.0,77.53,Smooth
2024-03-21,Morning,M015,O020,Blend,803,585,0.89,10,423.57,27,6.1,29.8,63.9,72.85,Breakdown
2024-01-20,Morning,M015,O021,Cotton,890,801,9.82,17,339.5,32,4.3,31.1,48.3,90.0,Breakdown
2024-02-15,Morning,M011,O030,Polyester,1083,1167,0.19,33,365.44,24,5.6,29.0,48.7,107.76,Breakdown
2024-01-02,Morning,M002,O022,Blend,1004,937,3.48,10,341.08,39,13.4,27.4,49.8,93.33,Breakdown
2024-01-12,Afternoon,M009,O012,Polyester,825,767,7.68,3,382.93,11,0.9,22.5,46.1,92.97,Humidity Issue
2024-02-17,Morning,M002,O046,Polyester,862,819,0.74,2,320.41,14,13.7,29.3,40.8,95.01,Smooth
2024-02-16,Afternoon,M006,O038,Cotton,947,910,3.84,11,279.81,39,7.6,31.4,72.9,96.09,Power Cut
2024-02-19,Morning,M018,O016,Polyester,883,761,9.85,14,350.81,22,11.5,31.6,75.2,86.18,Low Quality Yarn
2024-03-19,Night,M007,O032,Blend,1188,1289,3.25,16,361.38,22,5.5,25.7,77.3,108.5,Smooth
2024-03-20,Night,M009,O015,Cotton,1134,860,6.32,8,332.26,27,3.2,27.7,72.0,75.84,Humidity Issue
2024-01-28,Night,M013,O016,Cotton,1048,1141,2.15,2,431.48,24,0.8,29.1,61.6,108.87,Smooth
2024-01-02,Morning,M013,O009,Cotton,843,912,3.91,5,374.38,44,10.5,35.1,75.8,108.19,Operator Absent
2024-01-22,Afternoon,M002,O018,Polyester,974,954,7.35,3,400.13,20,8.7,27.9,50.0,97.95,Low Quality Yarn
2024-02-15,Afternoon,M010,O050,Blend,1122,1152,1.11,17,288.64,36,4.6,31.2,52.9,102.67,Smooth
2024-01-16,Night,M013,O024,Cotton,827,695,0.63,42,352.99,17,9.9,29.5,54.2,84.04,Smooth
2024-03-15,Morning,M003,O023,Blend,953,923,7.29,11,366.07,19,0.9,27.6,56.6,96.85,Smooth
2024-03-11,Night,M011,O035,Cotton,1025,895,4.67,12,294.77,11,10.5,26.6,62.7,87.32,Smooth
2024-01-21,Afternoon,M011,O019,Polyester,1132,950,7.05,7,407.04,33,10.1,20.7,51.6,83.92,Smooth
2024-01-21,Night,M015,O042,Polyester,1116,844,1.57,10,337.86,14,11.5,33.0,73.3,75.63,Smooth
2024-01-06,Afternoon,M015,O007,Cotton,960,1010,6.07,19,363.44,12,7.7,28.5,58.9,105.21,Smooth
2024-03-24,Afternoon,M019,O040,Cotton,851,701,8.7,1,410.61,7,10.3,28.0,72.7,82.37,Power Cut
2024-03-26,Afternoon,M005,O026,Blend,907,973,8.76,3,312.37,19,1.9,30.5,52.6,107.28,Low Quality Yarn
2024-02-22,Afternoon,M016,O042,Polyester,905,950,3.47,8,278.52,46,4.8,23.0,65.1,104.97,Smooth
2024-01-13,Afternoon,M003,O002,Blend,1007,874,0.61,6,389.14,28,7.3,32.8,75.5,86.79,Smooth
2024-03-19,Afternoon,M002,O028,Blend,992,998,8.12,16,318.93,44,13.9,36.3,41.0,100.6,Smooth
2024-01-03,Night,M018,O042,Cotton,1140,821,9.59,3,335.74,12,1.7,32.9,46.3,72.02,Smooth
2024-03-01,Night,M010,O004,Blend,1180,943,4.89,12,348.29,28,8.1,30.9,61.6,79.92,Smooth
2024-01-24,Morning,M003,O007,Blend,1160,1052,0.09,0,302.77,48,14.0,32.0,79.0,90.69,Smooth
2024-03-11,Afternoon,M011,O022,Polyester,1023,1100,2.72,7,373.15,50,12.8,28.5,57.3,107.53,Breakdown
2024-03-25,Afternoon,M005,O024,Polyester,1146,1149,0.98,0,327.41,57,1.9,34.6,74.2,100.26,Power Cut
2024-02-24,Night,M019,O021,Polyester,1006,897,8.27,16,337.8,43,2.7,31.5,43.3,89.17,Smooth
2024-04-12,Night,M013,O009,Cotton,1033,901,8.28,6,376.8,16,14.3,32.3,42.4,87.22,Smooth
2024-04-16,Morning,M014,O036,Polyester,906,959,3.04,6,288.93,23,3.3,29.1,48.2,105.85,Smooth
2024-02-26,Morning,M011,O046,Polyester,952,737,4.89,15,396.73,26,10.5,30.5,66.7,77.42,Smooth
2024-03-21,Morning,M007,O048,Blend,1195,1051,6.89,0,368.85,20,11.6,31.5,40.5,87.95,Smooth
2024-04-25,Night,M014,O001,Polyester,900,708,0.65,15,385.62,7,7.8,31.7,68.2,78.67,Smooth
2024-04-13,Night,M020,O024,Blend,957,729,6.5,0,344.93,26,2.6,26.0,47.4,76.18,Low Quality Yarn
2024-03-07,Afternoon,M003,O044,Cotton,1105,863,2.39,2,432.13,23,11.8,26.6,68.8,78.1,Smooth
2024-02-04,Morning,M018,O011,Blend,961,721,0.49,21,352.65,24,14.8,29.4,75.5,75.03,Operator Absent
2024-04-08,Morning,M002,O007,Blend,869,751,3.72,3,310.59,36,8.9,26.8,79.5,86.42,Smooth
2024-03-04,Morning,M006,O030,Blend,913,775,4.58,3,333.92,37,14.8,29.1,41.8,84.88,Smooth
2024-04-01,Morning,M013,O039,Blend,844,641,4.24,2,304.44,18,4.4,29.0,54.1,75.95,Smooth
2024-02-13,Morning,M005,O012,Cotton,930,686,4.28,40,389.67,29,14.3,28.9,71.6,73.76,Humidity Issue
2024-01-06,Morning,M007,O001,Cotton,812,782,8.57,0,363.69,31,14.5,29.9,71.2,96.31,Smooth
2024-04-13,Morning,M002,O031,Blend,983,1032,7.07,14,390.29,44,12.7,30.1,66.9,104.98,Breakdown
2024-02-17,Morning,M003,O030,Cotton,893,733,0.36,27,266.54,11,12.5,32.1,73.5,82.08,Low Quality Yarn
2024-03-11,Morning,M018,O023,Blend,988,1013,6.45,4,353.61,31,13.9,36.9,41.3,102.53,Smooth
2024-02-04,Afternoon,M009,O041,Blend,1080,1090,0.52,0,315.5,45,8.2,29.7,41.2,100.93,Humidity Issue
2024-02-23,Afternoon,M018,O038,Polyester,1099,787,6.13,16,438.46,33,9.4,24.0,49.0,71.61,Low Quality Yarn
2024-04-30,Morning,M017,O005,Blend,976,922,6.28,13,367.15,16,14.3,30.3,61.5,94.47,Low Quality Yarn
2024-02-08,Morning,M005,O013,Cotton,841,814,0.99,4,387.88,9,8.4,33.0,43.5,96.79,Smooth
2024-04-14,Afternoon,M002,O029,Cotton,823,903,8.97,0,416.5,24,10.0,27.3,53.6,109.72,Operator Absent
2024-02-20,Morning,M010,O032,Cotton,1192,988,4.24,1,326.59,25,13.5,33.1,59.9,82.89,Smooth
2024-03-26,Afternoon,M001,O006,Polyester,903,828,9.56,21,344.82,40,5.9,26.2,54.9,91.69,Breakdown
2024-02-05,Night,M013,O044,Cotton,1125,875,1.14,13,313.29,10,14.8,32.3,53.6,77.78,Smooth
2024-01-05,Morning,M005,O009,Polyester,882,727,9.06,8,365.28,36,1.8,29.3,74.5,82.43,Smooth
2024-03-20,Afternoon,M006,O040,Cotton,940,804,5.24,24,336.12,21,1.6,30.1,56.2,85.53,Smooth
2024-02-07,Afternoon,M011,O016,Blend,831,594,8.35,2,390.92,23,3.7,28.9,42.9,71.48,Humidity Issue
2024-01-29,Morning,M009,O023,Polyester,862,850,3.91,14,250.35,23,11.4,27.9,76.1,98.61,Power Cut
2024-04-28,Afternoon,M008,O014,Polyester,1023,736,5.24,0,400.55,18,14.0,29.8,65.2,71.95,Humidity Issue
2024-01-14,Afternoon,M009,O047,Cotton,891,956,7.57,1,322.87,16,7.7,25.9,58.9,107.3,Operator Absent
2024-04-20,Afternoon,M001,O030,Cotton,953,1031,4.34,15,349.0,24,6.3,25.6,54.4,108.18,Power Cut
2024-02-12,Night,M009,O035,Blend,901,928,4.52,7,427.4,14,9.4,29.8,49.6,103.0,Smooth
2024-03-01,Afternoon,M002,O032,Polyester,1133,1186,3.27,3,288.73,25,6.5,31.1,54.1,104.68,Low Quality Yarn
2024-03-25,Afternoon,M001,O001,Blend,872,793,6.0,8,284.38,11,11.5,33.2,74.0,90.94,Smooth
2024-03-13,Morning,M013,O014,Cotton,1051,843,4.07,6,453.65,9,11.0,31.3,42.5,80.21,Smooth
2024-02-08,Morning,M003,O037,Blend,1176,1043,8.28,6,363.08,27,3.2,31.1,77.7,88.69,Smooth
2024-01-28,Night,M015,O035,Blend,912,832,8.52,4,292.78,15,7.5,30.2,41.7,91.23,Low Quality Yarn
2024-03-06,Afternoon,M002,O004,Cotton,965,854,4.19,15,367.54,11,11.1,26.3,79.8,88.5,Low Quality Yarn
2024-02-16,Morning,M019,O044,Blend,1000,1027,5.56,6,332.33,21,11.6,29.4,74.1,102.7,Smooth
2024-03-22,Morning,M008,O014,Blend,893,903,6.31,7,309.79,39,10.3,34.6,67.9,101.12,Smooth
2024-02-05,Afternoon,M019,O011,Polyester,1155,1056,8.85,2,415.27,31,13.4,28.3,53.9,91.43,Smooth
2024-02-29,Night,M006,O044,Polyester,917,777,8.89,6,246.05,16,10.0,30.6,44.8,84.73,Smooth
2024-03-31,Morning,M002,O015,Blend,912,959,7.79,2,392.43,16,4.5,34.8,56.4,105.15,Smooth
2024-02-22,Night,M006,O030,Polyester,806,789,6.39,7,387.64,27,11.9,32.3,53.4,97.89,Smooth
2024-01-19,Night,M012,O016,Blend,838,881,6.15,17,276.1,27,5.9,30.7,67.9,105.13,Operator Absent
2024-03-17,Morning,M004,O030,Polyester,1075,957,8.36,11,297.54,47,12.7,32.1,71.6,89.02,Breakdown
2024-02-06,Afternoon,M003,O021,Polyester,1079,897,5.36,1,292.11,28,9.9,30.4,55.6,83.13,Low Quality Yarn
2024-01-27,Afternoon,M013,O032,Blend,877,788,8.76,1,323.22,9,3.2,31.4,70.6,89.85,Low Quality Yarn
2024-04-17,Afternoon,M012,O045,Blend,1107,954,8.73,7,360.25,15,5.5,29.2,70.5,86.18,Humidity Issue
2024-01-11,Night,M016,O021,Blend,837,905,3.71,17,376.11,32,3.3,28.4,52.1,108.12,Smooth
2024-03-12,Morning,M001,O041,Cotton,1092,821,3.83,2,351.21,27,13.8,29.1,60.2,75.18,Breakdown
2024-03-06,Night,M008,O007,Cotton,840,770,4.72,3,343.69,9,8.5,28.2,52.3,91.67,Smooth
2024-03-10,Morning,M007,O013,Cotton,1013,925,1.34,26,407.21,12,5.6,25.3,50.0,91.31,Smooth
2024-04-27,Night,M008,O033,Blend,1131,1205,8.53,8,388.43,56,14.6,30.1,45.0,106.54,Smooth
2024-03-26,Night,M016,O025,Polyester,978,747,6.77,7,390.21,25,12.2,29.1,57.1,76.38,Breakdown
2024-03-24,Night,M013,O038,Polyester,960,715,4.34,6,302.55,35,4.0,30.4,47.9,74.48,Breakdown
2024-04-18,Morning,M006,O010,Cotton,1117,1017,5.37,5,354.76,34,11.0,34.7,41.0,91.05,Smooth
2024-02-18,Afternoon,M014,O031,Polyester,993,921,8.84,0,385.93,22,7.2,29.5,79.3,92.75,Smooth
2024-04-24,Morning,M016,O031,Blend,1076,838,0.65,19,345.84,25,12.6,33.3,69.5,77.88,Smooth
2024-02-19,Afternoon,M007,O004,Blend,1092,880,0.17,6,277.2,36,11.2,36.3,61.5,80.59,Operator Absent
2024-03-22,Night,M014,O042,Polyester,997,732,9.26,6,417.99,27,3.6,25.7,73.5,73.42,Smooth
2024-02-01,Afternoon,M007,O048,Cotton,805,656,1.87,5,262.03,28,10.2,31.5,78.8,81.49,Smooth
2024-01-14,Afternoon,M010,O021,Cotton,867,695,4.86,6,375.17,19,7.0,25.6,54.5,80.16,Low Quality Yarn
2024-02-15,Afternoon,M002,O041,Cotton,1150,812,5.22,4,313.44,12,7.9,25.4,67.7,70.61,Smooth
2024-03-13,Afternoon,M012,O025,Polyester,888,845,8.04,6,418.78,22,10.7,30.3,57.4,95.16,Smooth
2024-02-26,Afternoon,M014,O040,Cotton,1008,874,7.6,1,292.26,21,3.8,28.0,63.2,86.71,Smooth
2024-04-17,Morning,M003,O014,Polyester,1038,1058,7.87,4,351.28,27,12.6,30.4,69.2,101.93,Smooth
